uuid,organization_name,location_name,street,city,state,postal_code,country,lat,lng,streetview_url
c789e7d9-7570-42f6-b919-250971acc270,Queens Public Library (QPL),Jeanne Elmezzi Adult Learning Center (ALC) and Teen Center,37-44 21 Street,Long Island City,NY,11101,US,40.75777989347453,-73.9393254786196,
f81f1048-5f56-4218-a141-40556fdfc1b8,Queens Public Library (QPL),Arverne,312 Beach 54 St,Arverne,NY,11692,US,40.59271901823978,-73.78457006161119,
8b2392a3-e083-4a59-8a66-01db0993d808,Queens Public Library (QPL),Far Rockaway Teen Library,2002 Cornaga Ave,Far Rockaway,NY,11691,US,40.6023888600945,-73.75349716918608,
548336b4-13cc-439b-a789-cd99c5cb471e,Grace Outreach (GO),,"378 E 151st St, 5th Fl",Bronx,NY,10455,US,40.81759116915403,-73.917756265158,
5cecce99-ddfc-4f59-a1ee-b5bc0b33346e,CUNY Lehman College,Adult Learning Center (ALC) at the Old Gym Building,250 Bedford Park Blvd,Bronx,NY,10458,US,40.870809408500136,-73.88657893006034,
740de556-1e84-4a8c-9b14-6e2ecd07e972,Jacob A. Riis Neighborhood Settlement,DYCD Cornerstone: Ravenswood Community Center,35-40 21st St,Astoria,NY,11106,US,40.76055100551122,-73.93656448599974,
8ddb49a3-a9a3-4c74-9491-0cdfe630feac,Save Latin America (SLA),,138 39th St,Union City,NJ,07087,US,40.77439317597302,-74.02278323284114,
a0dbbfe9-aa17-472b-a6ca-be62c5a8b815,Yonkers Partners in Education (YPIE),Yonkers College Zone,"92 Main St, Suite 101",Yonkers,NY,10701,US,40.93413874941621,-73.90285631194877,
b81420d8-5dfb-4818-9d81-94a5c588e61e,Yonkers Partners in Education (YPIE),Jersey City College Zone,"2652 John F. Kennedy Blvd, 2 Fl",Jersey City,NJ,07306,US,40.72689955070654,-74.07045118456624,
70d1ba28-1316-4d6b-a435-0c5dfd849d8b,Hour Children�s Shop,,31-24 Steinway St,Long Island City,NY,11103,US,40.76073950879183,-73.91776426792228,
a1b17602-b473-4bbe-8e02-08c60f3acac8,North Hudson Community Action Corporation (NHCAC),Harrison Site,326 Harrison Ave,Harrison,NJ,07029,US,40.7466357626611,-74.15682876196114,
ea055ba4-717a-42cf-8ada-220dcb89b6a5,North Hudson Community Action Corporation (NHCAC),Union City High School Site,2500 John F. Kennedy Blvd,Union City,NJ,07087,US,40.770353903896066,-74.03684090664738,
34ffd43e-d898-4137-b8d0-19a97509891e,North Hudson Community Action Corporation (NHCAC),Jersey City Site,324 Palisade Ave,Jersey City,NJ,07307,US,40.73966485028275,-74.04657053333119,
1d00d44b-2af5-4c73-8c98-21b0c1d2f931,North Hudson Community Action Corporation (NHCAC),Union City Site,714 31st St,Union City,NJ,07087,US,40.77286595753389,-74.03160009394757,
f98818c4-f2cb-4501-87c6-f4d7f092a006,We All Really Matter (WARM),WeWork Coworking Space,8 W 126th St,New York,NY,10027,US,40.80723428303029,-73.94252777036357,
6b9093ab-10f4-4397-b6c4-e229cc0e23f4,Hudson Transportation Management Association (TMA),Hudson County Improvement Authority,830 Bergen Ave,Jersey City,NJ,07306,US,40.7278009449397,-74.06683036057424,
dd8c851c-760e-4480-aecc-23bbaf43a5e2,University Settlement Society of New York,DYCD Cornerstone at Campos Plaza II Community Center,611 E 13th St,New York,NY,10009,US,40.72883291100834,-73.97753797553756,
e6608940-1767-4e2a-9cc3-8f1c2ea2fa2c,North Hudson Community Action Corporation (NHCAC),Immigration Office at Saint John Nepomucene's Roman Catholic Church,7007 Polk St,West New York,NJ,07093,US,40.79726272736214,-74.01240246894945,
8bf9d47b-1e0c-45f4-8d1c-a09ff60ea210,NYCDOE Department of Education Public Schools,Morningside Family Welcome Center (FWC),"123 Morningside Dr, Rm 235",New York,NY,10027,US,40.810662714056186,-73.9574251852691,
313b516e-8fcc-440f-b7cf-f8980cac3805,Hudson Pride Center,Sattelite Office at North Hudson Community Action Corporation (NHAC) Health Center,714 31 St,Union City,NJ,07087,US,40.77284509207017,-74.03170837940768,
eb8061de-7dfd-4788-90aa-62c4458e9dc3,St. Matthew's Lutheran Church,,85 Wayne St,Jersey City,NJ,07302,US,40.71954140574023,-74.04632816225596,
931021bd-6899-4c34-ae66-1de1a81a3586,Brooklyn Community LGBTQIA2S+ Pride Center,Bed-Stuy Office permanently moves to Crown Heights Location,1360 Fulton St,Brooklyn,NY,11216,US,40.679605563924746,-73.94664430025362,
8d6cbca8-9fd8-4bfd-8a79-4b130e41efe6,Allah School in Mecca,,2122 Adam Clayton Powell Jr Blvd,New York,NY,10027,US,40.80994261589575,-73.9480316743786,
8ac8b7e4-03c5-4c50-b533-52b001ad4b6e,CASES,"Internal Location, only for current clients",4 W 125th St,New York,NY,10027,US,40.80648225349605,-73.94282755589576,
b928c0a6-567b-4eba-b580-7de87d35b75e,New York State Education Department,Bronx Adult Learning | HSE Testing Center,3450 E Tremont Ave,Bronx,NY,10465,US,40.83188364819164,-73.82760047729658,
94d56b76-0705-4607-850b-c13003e38147,Hearty Start,Closed. Penn Station,Pennsylvania Station,New York,NY,10001,US,40.75058992406416,-73.9935787427823,
872f19de-23a9-4dbc-bba6-01bc93aab1e0,Hearty Start,"Probably Closed. James A. Farley Post Office, Moynihan Train Hall (Penn Station)",421 8th Ave,New York,NY,10199,US,40.751074221247535,-73.99466740323285,
0bd383ad-95f0-4eb4-b019-2bb799a6f2cd,Institute for Community Living (ICL),"HealthCare Choices, Bensonhurst",6209 16th Ave,Brooklyn,NY,11204,US,40.62340357482499,-73.99316963612412,
6229adeb-0857-4617-a72f-3e1656246c47,Housing Works,Positive Health Project,301 West 37th St,New York,NY,10018,US,40.75446968447803,-73.99243622504846,
e72b0af1-3854-40de-9518-65d1fae7e85b,Samaritan Daytop Village,Mott Haven,477-479 Willis Ave,The Bronx,NY,10455,US,40.814577390890456,-73.9193973532832,
cc465f71-af06-4079-98dc-e05dc56e3be6,Korean Community Services (KCS),Midtown,"315 5th Ave, #705",New York,NY,10016,US,40.74696582715064,-73.98527220105345,
fe5efe51-6674-4008-b3a5-7aa924ed5870,"Brooklyn, Queens, and Long Island Area Health Education Center (BQLI AHEC)",,300 Cadman Plaza W One Pierrepont Plaza,Brooklyn,NY,11201,US,40.694069313275854,-73.99081281989478,
5074cb6a-cdc2-406d-86fa-a19fbc923609,Bronx Westchester Area Health Education Center (BW AHEC),,2823 Third Ave,Bronx,NY,10455,US,40.81572948010643,-73.91855646828273,
6760f854-6df6-4e72-9f48-d6844eb05f01,Employment Program for Recovered Alcoholics (EPRA),,"261 W 35 St, 9th Fl",New York,NY,10001,US,40.75278000620153,-73.9922978983648,
c4bc4ffc-472d-48e8-a1b0-0cebcd327d88,University Neighborhood Housing Program (UNHP),Northwest Bronx Resource Center,2751 Grand Concourse,Bronx,NY,10468,US,40.868385586950886,-73.89327800612331,
9bca1d6f-87de-477f-bade-ac5a4f56c53c,Fordham Bedford Community Services (FBCS),Refuge House,2715 Bainbridge Ave,Bronx,NY,10458,US,40.86634297698988,-73.89088390122548,
c5614deb-b341-493f-bc6c-afa04085ade8,The National Freedom Project - SCAM,,1177 6th Ave,New York,NY,10036,US,40.75732556121146,-73.98290747357494,
ab34d7ea-111a-4739-9472-aaaf89a332de,Families for Safe Streets,"City Hall, no walk-ins allowed",240 Broadway,New York,NY,10007,US,40.71336046166183,-74.0056736981758,
1bc6a125-e8f4-4fe6-a395-4478c3b62a77,Thrive for Life Prison Project,New York City Location,30 West 16th Street,New York,NY,10011,US,40.7379347,-73.9945268,
8844289c-4b95-4969-9c6b-c5c0ec46feb7,New York Common Pantry (NYCP),Bronx,788 Southern Blvd,Bronx,NY,10455,US,40.815775101575284,-73.89624324410035,
f50959fb-4143-4e2c-86f0-b75c15f7eedd,Goodwill Industries of Greater New York and New Jersey,Bronx Assisted Competitive Employment (ACE),"384 E 149th St, Rm 622",Bronx,NY,10455,US,40.8160342,-73.9184523,
04dcd3a8-5ed0-4d2a-a357-56b0703f3c8d,Crime Victims Treatment Center (CVTC),St. Luke�s Roosevelt Church,126 West 60th Street,New York,NY,10023,US,40.7703912,-73.985822,
75d45fce-9917-4df9-8509-50b49e76f1ac,CASES,Supervised Release,4 W 125th St,New York,NY,10027,US,40.806487942069566,-73.94284631012694,
62c71e10-bf99-489c-93b7-c146b73e0a09,Department of Homeless Services (DHS),M. Moran Weston Center For Hope (shelter with DHS referral),2264 Adam Clayton Powell Jr Blvd,New York,NY,10030,US,40.81430956021834,-73.94479868431651,
a07a21a9-9a5c-4285-a5a2-6d337cc433fa,Olgam Life Plasma Donation Center,,2914 Third Ave,Bronx,NY,10455,US,40.81696538632182,-73.91531064252308,
9152e276-3896-4751-b0dd-8c557a6751ee,Care Plasma LLC,,1400 5th Ave,New York,NY,10016,US,40.800457925642455,-73.94699516361447,
8e91ac41-6a7c-4dfa-af1e-ff03b1082b15,"Open Hands Legal Services, Inc.","City Relief, Salvation Army Building",138th St and Malcolm X Blvd,New York,NY,10037,US,40.81575589458738,-73.93926017882748,
44ac9f14-45d7-4795-8c09-52b0bb7c8ef0,Community Association of Progressive Dominicans (ACDP),The Malcolm X and Dr. Betty Shabazz Memorial and Educational Center,3940 Broadway,New York,NY,10032,US,40.83920529057135,-73.94074646163584,
87cf2f91-0a9e-4b8d-9812-c574761a97f9,Montefiore Einstein,Wellness Center at Waters Place,1510 Waters Place,Bronx,NY,10461,US,40.8458875,-73.84081730000001,
ce6c19c8-d2dd-4fca-b481-5b7e0b91de06,Bridging Access to Care (BAC),Flatbush Gardens,3301 Foster Ave (lower level next to leasing office),Brooklyn,NY,11226,US,40.63898680156606,-73.94606465385685,
bbe05ae8-d53e-493a-abe2-e5cedf119888,FIERCE,Closed,2427 Morris Ave,Bronx,NY,10468,US,40.861294123221334,-73.90029125544481,
ff310f36-b476-4426-b238-6e0cf97828fa,Saint Joseph's Medical Center,Queens,175-20 Hillside Ave,Queens,NY,11432,US,40.71163653628159,-73.78687342990786,
c6f1b357-5642-474d-bc79-ebcd35c0c191,Realization Center,Manhattan,19 Union Square West,New York,NY,10003,US,40.7361079,-73.991242,
88519386-2837-4737-ba3c-8c1bbf6f7450,Department of Homeless Services (DHS),30th Street Intake Center for Men,400-430 E 30th St,New York,NY,10016,US,40.74064105747011,-73.97423173640271,
a75bd017-3765-4298-9e32-1957b46c623b,Department of Homeless Services (DHS),Adult Family Intake Center (AFIC),400-430 E 30th St,New York,NY,10016,US,40.740663287284654,-73.97429911358113,
50be5759-add8-4b14-b050-90f4f57922c1,Vista on 5th,,1261 5th Ave,New York,NY,10029,US,40.79461840688413,-73.95056946946569,
7e31fccb-8435-44e5-b391-e480fc26cf0c,Baltic Street Wellness Solutions,Community Resource and Wellness Center,"882 3rd Ave, 10th Fl",Brooklyn,NY,11232,US,40.65771059141541,-74.00471836054612,
a6abed34-fe54-4ed5-b0eb-57eae766e280,The Alliance for Rights and Recovery,This is not an actual address. No WALK-INS,45 Broadway,New York,NY,10006,US,40.70636919104336,-74.01286589130217,
654105bf-81f7-4e88-962f-c2b69fab3f16,Urban Health Plan (UHP),Plaza Del Castillo Health Center,1515 Southern Blvd,Bronx,NY,10460,US,40.83306222887582,-73.89077450947886,
831ec192-b5aa-4ca4-b42e-63dca3ef4268,NYC Health + Hospitals/Gotham Health,Bushwick,335 Central Ave,Brooklyn,NY,11221,US,40.694697338580696,-73.91872408983323,
c8af1994-2904-4955-aaea-525a8220a1d1,Department of Homeless Services (DHS),30th Street Intake Center for Men,400-430 East 30th St,New York,NY,10016,US,40.74184435891163,-73.97598391904776,
812de1b3-5a53-4eb8-af78-8c00e0d03bcb,Bronx Family Court,,900 Sheridan Ave,Bronx,NY,10451,US,40.82676858324737,-73.92076147490093,
7d7b9a72-a842-40c3-9b9c-4aa446b393a5,Cardinal McCloskey Community Services,Sunrise DYCD Youth Drop-in Center - Closed,333 E 149th St,The Bronx,NY,10451,US,40.81693012845238,-73.92000447989558,
d193401f-3ba5-489f-88b9-65861329f6dc,Emmanuel Baptist Church (EBC),,279 Lafayette Ave,Brooklyn,NY,11238,US,40.688450508477125,-73.96516928545564,
d3ebc0b2-a663-4838-9f06-e55494ef10ed,Black Trans Liberation Kitchen,Judson Memorial Church,243 Thompson St,New York,NY,10012,US,40.73025941476699,-73.99832096444592,
6c444dd0-8bbe-48c0-98a1-f723e94d4ec3,Urban Justice Center (UJC),Closed,"123 William St, 16th Fl",New York,NY,10038,US,40.7094687,-74.0072895,
35d289a1-a002-4328-9cb4-7276cf240289,Urban Justice Center (UJC),Bronx,1020 Grand Concourse,Bronx,NY,10451,US,40.830092549658964,-73.9203585192514,
ce1819e7-2e43-4629-ae60-c16a545d1263,Family Legal Care,,"55 Broadway, Ste 2002",New York,NY,10006,US,40.7068622300686,-74.01301156130333,
7982ae8a-ff39-4574-b925-f590395499ec,New Directions,Closed,500 Atlantic Ave,Brooklyn,NY,11217,US,40.6854683,-73.98171219999999,
4b627478-e7c3-4dc8-ae32-d6474cebb6fb,Judson Memorial Church,,239 Thompson St,New York,NY,10012,US,40.730246493100545,-73.99829834118327,
5679d305-cd57-40b7-85fc-e90666867cb9,AFC,Closed,321 W 125th St,New York,NY,10027,US,40.81079060351358,-73.95216499455002,
a0a8acf9-7118-487d-a0ab-5d34ec64ef93,Callen-Lorde,"Mobile Medical Unit (HOTT Van) - Hunter College, closed",695 Park Ave,New York,NY,10065,US,40.76894602091557,-73.96500718424355,
99794294-2d43-462d-b856-11c6aa6faeb1,Callen-Lorde,Mobile Medical Unit (HOTT Van) - closed,343 Lorimer St,Brooklyn,NY,11206,US,40.70709937795966,-73.94823405898413,
15e83a2c-4503-488c-9186-7c348786f5ee,Callen-Lorde,"Mobile Medical Unit (HOTT Van) - Myrtle and Broadway, closed",957 Broadway,Brooklyn,NY,11221,US,40.69687663309002,-73.9346951067549,
5bc81174-373c-4936-b878-a4d76dc26407,Callen-Lorde,"HOTT Van - Mitchell Community Center, Closed",210 Alexander Ave,The Bronx,NY,10454,US,40.80946312775127,-73.92524303073881,
cc8b0a6d-e1c1-4e54-9def-5723c67c0fd0,Callen-Lorde,"Mobile Medical Unit (HOTT Van) - City College, Closed",259 Convent Ave,New York,NY,10031,US,40.82058972458788,-73.94807940356483,
f3014439-70d6-4c47-bec0-fc4c1c1541ae,Callen-Lorde,Mobile Medical Unit (HOTT Van) - The intersection of Metropolitan and Bedford Avenues,261 Bedford Ave,Brooklyn,NY,11211,US,40.715243752023945,-73.96042631072594,
32d40c74-e399-4da3-be00-551852517a4f,QDEP - Queer Detainee Empowerment Project,Permanently Closed,308 W 46th St,New York,NY,10036,US,40.759944288032095,-73.98863360594821,
d6706f67-8235-4562-a014-2342e6932048,St. John Give Hope Foundation,,1716 Mermaid Ave,Brooklyn,NY,11224,US,40.57646823632554,-73.98523047165457,
19ebfc7a-63e7-43e9-aecf-0da12a7070f7,Urban Neighborhood Services (UNS),,1618 Mermaid Ave,Brooklyn,NY,11224,US,40.57645608559641,-73.98532505120035,
8c7fbe8b-a8b5-4258-b55e-6fd889e66f2b,Community Healthcare Network (CHN),14th St Between 2nd and 3rd Ave,123133 3rd Ave,New York,NY,10003,US,40.73330890831567,-73.98705651006671,
cfed4cf7-bfb6-422b-a09b-879cdc488330,Alliance of Families for Justice (AFJ),WeWork Coworking Space,"8 W 126th St, 3rd Floor",New York,NY,10027,US,40.8071972,-73.9425802,
fcaa0052-cc70-4e46-b555-717c3104bfa0,Community Healthcare Network (CHN),Corner of 37th Ave and 86th St,85-25 37th Ave,Jackson Heights,NY,11372,US,40.75020559659899,-73.8805597280751,
a6a042e1-4954-455f-9576-b8b344034bf4,After Hours Project (AHP),Wellness Center,935 Broadway,Brooklyn,NY,11206,US,40.69733814122041,-73.9356345445052,
2daa4316-8eac-4743-b935-fc0af28ead49,After Hours Project (AHP),Headquarters,1204 Broadway,Brooklyn,NY,11221,US,40.69207898642429,-73.92694583697717,
30fd519a-6e7f-45d2-9af9-f96bc1797ce5,Project STAY (Services to Assist Youth) � NewYork-Presbyterian (NYP) and Columbia University,Prospect Park entrance in front of BPL,465 Flatbush Ave,Brooklyn,NY,11225,US,40.67234425229892,-73.96967595406359,
4dcd483d-eef8-4427-adb4-d6376f2ff1d8,Destination Tomorrow (DT),The Bronx Pride Center,"452 E 149th St, 3rd Fl",Bronx,NY,10455,US,40.814965018713416,-73.91565363559737,
a893d037-85a1-473d-a7c7-24112902d096,52nd Street Health Center,Closed,427 W 52nd St,New York,NY,10019,US,40.765409571823426,-73.9893335672061,
92d08356-16cc-4e86-9bab-d93c632bc4fd,Legal Services NYC,Brooklyn,"105 Court St, 4th Floor",Brooklyn,NY,11201,US,40.69072155028923,-73.99169209951204,
22903ba0-97eb-44b5-a1f4-96077fd4dc91,Immaculate Conception,No Services,120 Targee St,Staten Island,NY,10304,US,40.623974,-74.083992,
0a9d4657-b95a-4f40-8206-00cb216547c1,Postgraduate Center for Mental Health,Bronx Recovery Support Center,"1775 Grand Concourse, 8th Floor",Bronx,NY,10453,US,40.84627983905269,-73.9101865600174,
088dc155-a8bf-4a7c-8557-a178ad77359c,The First Mary Magdalene Temple of Faith,No more services,202 Albany Ave,Brooklyn,NY,11213,US,40.6735456,-73.9392542,
c2a53df0-3815-421e-a500-e3af35bba8b1,Tolentine Zeiser Community Life Center @ Sacred Heart,Closed,1261 Shakespeare Ave,The Bronx,NY,10452,US,40.838905,-73.923054,
833ca1bd-fb91-4308-b3e4-5feffc077731,Blanche Kahn Family Health Center,Midwood,1221 E 14th St,Brooklyn,NY,11230,US,40.61959029511782,-73.9610515047549,
49d79c58-4d04-4e89-ad8d-86d87aff8dad,The Next Step Community Church,"Delete, Duplicate",360 Schermerhorn St,Brooklyn,NY,11217,US,40.68870172559255,-73.98121649832471,
73cd3578-456a-4928-ae26-9f908454852f,Beth-El House of Yahweh,Closed Building for Renovation as of July 2024,3482 Park Ave,BRONX,NY,10456,US,40.8308577,-73.908104,
3f3a6015-d99f-4125-b40d-ebd78129984b,Association to Benefit Children (ABC),Head Start at Echo Park,1841 Park Ave,New York,NY,10035,US,40.80573497455003,-73.9380922116278,
93a8bac2-d3a3-43f3-acd6-674f9da98886,Church of God of Prophecy,,85 E 165th St,Bronx,NY,10452,US,40.83173619821336,-73.92211150728222,
769caade-2afb-43eb-9c35-cbec07425580,Arms Acres,"Queens, closed.",80-02 Kew Gardens Rd,Queens,NY,11415,US,40.713729480902565,-73.83110669889734,
2f7c8af1-bc8c-4115-a5f9-1e3c250bfba7,Carter Burden Network,"Main Office, Social Service Unit",415 E 73rd St,New York,NY,10021,US,40.76824394633486,-73.95458232662187,
4fd84824-013a-421d-b4b6-0ffb65c89972,Odyssey House,Recovery Community and Outreach Center,953 Southern Blvd,Bronx,NY,10459,US,40.8215626528402,-73.89208668023396,
6e2e14ab-0b0b-4ba2-8dff-ddc91af4626a,New York City Department for the Aging,NY Connects,45-35 Kissena Blvd,Flushing,NY,11355,US,40.75174529726985,-73.81932249356335,
03add1be-614d-48f4-94a7-616c24aef90e,Hudson Guild,Headquarters at the Elliott Center,441 W 26th St,New York,NY,10001,US,40.7494677,-74.0015292,
8b309368-e263-4959-9326-02ce0b8f8481,Community Agency for Senior Citizens (CASC),NY Connects,120 Stuyvesant Pl,Staten Island,NY,10301,US,40.64327505578384,-74.07750718788135,
abebb472-e65f-4f65-af3b-6d8b42eea84e,East Bronx Learning Center,East Bronx,1113 Colgate Ave,Bronx,NY,10472,US,40.8258634011708,-73.88168421965291,
5e077646-2307-4375-bc80-a4014cf23349,Amudim,,"11 Broadway, Ste 1076",New York,NY,10004,US,40.704898604439904,-74.01446613920646,
19bd46f0-42ef-4730-bc8e-8775eba819a3,The Bronx Financial Access Coalition (BxFAC) - Bronx People�s Federal Credit Union,,863 E 161 St,Bronx,NY,10459,US,40.82048739226984,-73.90165038996469,
c932ec1b-0095-401a-89bf-e83a448bb534,Weeks Educational and Social Advocacy Project - Creative Learning Academy,Staten Island,1890 Forest Ave,Staten Island,NY,10303,US,40.625348617479624,-74.15288239924311,
fcb5fdd7-f54d-4f79-b815-1d61c2d535f6,STRIVE (AKA East Harlem Employment Services),Taino Towers,"205 E 122 St, 3rd Fl",New York,NY,10035,US,40.80187930959458,-73.9368858819492,
1d0c702d-544c-4544-a9f7-6bd029b75fbd,BronxWorks,Bronxchester,725 St Ann's Ave,Bronx,NY,10455,US,40.8191339690349,-73.91109425030473,
5f1b22d2-f754-48d4-b705-a3427a788db5,West Harlem Environmental Action - WE ACT,,"1854 Amsterdam Ave, 2 Fl",New York,NY,10031,US,40.82993285509479,-73.94449335423914,
efd50d5f-c6af-47a8-ac47-0793014a0a0f,Woodycrest Center for Human Development,,153 W 165th St,Bronx,NY,10452,US,40.83463097049612,-73.92883545497843,
886953e8-7323-47f3-b12d-4cef8d451566,Woodside On the Move (WOTM),"PS 361Q, Woodside Community School",39-07 57th St,Flushing,NY,11377,US,40.74775061996783,-73.90561366581962,
e4fe6a59-7d82-40fd-9065-5aa827a9ec1e,Unique People Services,"Not?useful,?operates?by?referral?only",4377 Bronx Blvd � 2nd Floor,The Bronx,NY,10466,US,40.89965395165085,-73.85836547116362,
fe4685d7-8cac-4cfa-9bfb-4cbdf97f1615,"EAC Network (Empower, Assist, and Care)",Queens,120-34 Queens Blvd,Kew Gardens,NY,11415,US,40.713213764832126,-73.82910360566902,
d72ca7f0-a8bc-4249-a400-9aa076f6a074,"EAC Network (Empower, Assist, and Care)",Bronx,"1030 Grand Concourse, North Professional Wing",Bronx,NY,10456,US,40.83017210593397,-73.92027645805038,
ec8e1949-4b68-49b9-82f6-073d3843d255,EAC Network,Duplicate,177 Remsen St,Brooklyn,NY,11201,US,40.693449511595745,-73.99140232899407,
bf23bc60-35e5-426a-8dfb-60516dd567bb,"EAC Network (Empower, Assist, and Care)",Brooklyn,175 Remsen St,Brooklyn,NY,11201,US,40.69344594462797,-73.99137749350567,
b3ec24b6-7fc0-4146-99ed-b6fd44260397,Bed-Stuy NEST (Neighbors Embracing Strengths Together) Family Enrichment Center (FEC),Little Flower Children and Family Services of New York and Forestdale,410 Nostrand Ave,Brooklyn,NY,11216,US,40.68518713419731,-73.9507586754318,
954525b9-983f-414a-a579-acb3de1101a2,NeON Nutrition Kitchen,,128 W 128th St,New York,NY,10027,US,40.810013959218324,-73.94518528946908,
9d96aac3-96bb-4260-a3ad-d62fb65f9ec9,Project Hospitality,Port Richmond Help Center,221 Port Richmond Ave,Staten Island,NY,10302,US,40.63587605367094,-74.13472633724632,
a055119f-10aa-481c-b745-8506c48d1b28,Hope City Empowerment Center,Closed,650-656 Washington Avenue,BROOKLYN,NY,11238,US,40.6789413,-73.9642235,
b47dab4d-bafc-4578-a643-715d3939d9fe,Hope Center Development Corporation (HCDC),Food Pantry,414 East 95th Street,BROOKLYN,NY,11212,US,40.657017,-73.91864489999999,
f0092a9c-6d01-4ed6-9489-326a25530028,Hope Center Development Corporation (HCDC),Duplicate,409 East 95th Street,BROOKLYN,NY,11212,US,40.657291,-73.91828799999999,
fcae1ed6-e089-4b7b-a154-ac07413d1404,The Lazarus Douglass Tubman Community (DBNA),Not useful to add,415 Atlantic Avenue,Brooklyn,NY,11217,US,40.6869264,-73.98406949999999,
9225ff46-8b0a-4483-9631-e616acdb97da,Rainbow Heights,Duplicate,25 Flatbush Ave,Brooklyn,NY,11217,US,40.687918831318655,-73.9801153427004,
9556f7ee-8de3-4c00-b951-10195106c6c3,Northern Manhattan Improvement Corporation (NMIC),Bronx Office,8 Clinton Pl,Bronx,NY,10453,US,40.85646573058475,-73.90560793718512,
675b9846-0741-4a5e-a2ec-5db622f717ef,Greater Ridgewood Restoration,,68-56 Forest Ave,Ridgewood,NY,11385,US,40.70232101807558,-73.90111935324491,
1febf5f4-b761-450b-bb53-7f98a32f544a,Brooklyn Public Library (BPL),Main Location,10 Grand Army Plaza,Brooklyn,NY,11238,US,40.6724808,-73.9682084,
41c44f81-264d-46e9-9cef-805933f0845d,Mount Sinai,Institute for Advanced Medicine Peter Krueger Clinic,"275 8th Ave, 1 Fl",New York,NY,10011,US,40.74582916556828,-73.99840890423027,
e33d1d3a-929a-41ee-ac79-14b92b080d88,Mount Sinai,Institute for Advanced Medicine Jack Martin Fund Center,"158 W 124th St, 3rd Fl",New York,NY,10027,US,40.807941344286576,-73.94827027518521,
8ad6dd3a-9ec6-4ee5-bbf6-4d98ad8dde0f,NYC Communities For Health (NYCC4H),St Mary's Playground,519 St Ann's Ave,Bronx,NY,10455,US,40.81286849989577,-73.91342559464165,
7267cae9-fa66-49f5-90e4-0cbe2480941e,Harlem Children�s Zone (HCZ),Geoffrey Canada Community Center (GCCC),35 E 125th St,New York,NY,10035,US,40.806153346140185,-73.94093257793281,
dbf907a5-5540-40da-bb7c-4392edc3198e,Harlem Children's Zone (HCZ),The West Side Community Center (WSCC),245 W 129th St,New York,NY,10027,US,40.81237746691356,-73.94803957748437,
5efb0bb8-df0c-466e-a210-a565c9bc44d9,Harlem Children's Zone (HCZ),College Success Office (CSO),34 W 139th St,New York,NY,10037,US,40.81564900827385,-73.93698495151445,
fe3355f3-0760-41a2-814d-b46ccb4583dd,Harlem Children's Zone (HCZ),Community Pride Center,2037-39 Adam Clayton Powell Jr Blvd,New York,NY,10027,US,40.80682704944017,-73.94948092261797,
306c3bd8-5c32-4913-96b6-36f7f4ff3f97,Opportunities for a Better Tomorrow (OBT),"Innovation Lab at Industry City, Sunset Park",87 35th St,Brooklyn,NY,11232,US,40.656625936102564,-74.00641982979438,
97fbbbf2-95d7-43ce-b183-6989eebedb59,Opportunities for a Better Tomorrow (OBT),Duplicate,"882 3rd Ave Suite 10-10NE, Unit 18",Brooklyn,NY,11232,US,40.6579279,-74.0045154,
1c02a756-8ed4-4519-b1d4-d50aeb7af7fc,Opportunities for a Better Tomorrow (OBT),Closed,280 Wyckoff Avenue,Brooklyn,NY,11237,US,40.6998489,-73.9120311,
b8149033-7db8-4fa4-84d5-1ba673002e3f,City Harvest,Bed-Stuy Mobile Markets,200 Throop Ave,Brooklyn,NY,11206,US,40.696864798817586,-73.94489340321644,
da2ab990-e4db-451c-ac04-fb9436924e98,City Harvest,Prince Hall Mobile Market,454 West 155th Street,NEW YORK,NY,10032,US,40.830898,-73.9419063,
dda25a8f-f4d6-4844-bfc8-91a843f13d70,City Harvest,St. Mary's Mobile Market,595 Trinity Avenue,BRONX,NY,10455,US,40.81573429810994,-73.90961959658836,
fc7226fc-e9db-4b9b-94b8-46daacb9d7c4,City Harvest,Sunset Park Mobile Market,122 52nd St,Brooklyn,NY,11232,US,40.64898532586958,-74.02013011413375,
f74ea3f7-4322-432a-af07-cb89b275ca3a,City Harvest,Astoria Mobile Market,3-2 Astoria Blvd,Astoria,NY,11102,US,40.77353426293324,-73.9349185162753,
24e8e4c7-54a5-4c18-adb9-e2c7d6f020d5,The Greater Ridgewood Youth Council (GRYC),,59-3 Summerfield St,Ridgewood,NY,11385,US,40.69944407276346,-73.89808630573324,
3e832d88-c033-403d-8e7d-29c4808ff92c,Encore Community Services,,239 W 49th St,New York,NY,10019,US,40.76152168978172,-73.98574436388516,
97a270a5-9a2f-4401-b598-8454ab662ccc,Xavier Society for the Blind,,248 W 35th St,New York,NY,10001,US,40.75229486030849,-73.99210728786407,
0a660b8a-ecdb-44e3-8556-00b32ab76915,Coalition for the Homeless,Main Office,129 Fulton St,New York,NY,10038,US,40.7102955,-74.007475,
c8508d18-da90-4070-ad39-10c951425fda,Lavelle School for the Blind,,3830 Paulding Ave,Bronx,NY,10469,US,40.881593279279464,-73.85326916117344,
e74ce052-7ad4-4910-a889-7b9fb837381d,The West Side Commons - Strycker's Bay Neighborhood Council,,696 Amsterdam Ave,New York,NY,10025,US,40.792497281525634,-73.9718342431561,
